class	date	contents	state	link
Domestic	2020	Donggeun Roh, Junyung Park, Eunhwa Jeoung and Hangsik Shin, “Frequency domain characteristics of constant pressurization-type werable pressure pulse wave measurement system.” Conference on Information and Control Systems 2020, Sono calm jeju, Jeju Island, Republic of Korea, 22-24 Oct 2020. 	complete	
Domestic	2020	Hyeon Seok Seok and Hangsik Shin, “Study on Characteristics of Heart Rate Variability with Chronic Pain.” The 51st KIEE Summer Conference 2020, Bexco, Busan, Republic of Korea, 15-17 Jul 2020. 	complete	
Domestic	2020	Junyung Park, Donggeun Roh and Hangsik Shin, “Correlation analysis of aging with the refelctive and stiffness index of the photoplethysmogram.” Conference on Information and Control Systems 2020, Sono calm jeju, Jeju Island, Republic of Korea, 22-24 Oct 2020. 	complete	
Domestic	2019	Hangsik Shin and Yonghyeon Yun, “Novel Pulse Transit Time Estimation Method based on Temporal Delay of Photoplethysmographic Waveform.” The 54th Korea Society of Medical and Biological Engineering Spring Conference 2019, MVL Hotel, Yeosu, Republic of Korea, 9-11 May 2019. 	complete	
Domestic	2019	Donggeun Roh, Jun yung Park and Hangsik Shin, “Development of GUI for 2-D Distribution Simulation of Radial Artery Pulse Wave.” Bio-Medical System Conference 2019, Phoenix Park, Pyeongchang, Republic of Korea, Feb 2019. 	complete	
Domestic	2019	Sangjin Han and Hangsik Shin, “Investigation of systolic fraction of a pulse pressure waveform according to heart disease.” Bio-Medical System Conference 2019, Phoenix Park, Pyeongchang, Republic of Korea, Feb 2019. 	complete	
Domestic	2019	Donggeun Roh, Jun Yeong Park and Hangsik Shin, “Estimation of Radial Artery Location Using Gaussian Fitting in Multi-Channel Pressure Measurement.” The 54th Korea Society of Medical and Biological Engineering Spring Conference 2019, MVL Hotel, Yeosu, Republic of Korea, 9-11 May 2019. 	complete	
Domestic	2019	Hyeon Seok Seok and Hangsik Shin, “Investigation of Pulse Rate Variability Changes by Quantization Level.” The 54th Korea Society of Medical and Biological Engineering Spring Conference 2019, MVL Hotel, Yeosu, Republic of Korea, 9-11 May 2019. 	complete	
Domestic	2019	Danbi Gwon, Hakyeong Cho and Hangsik Shin, “Feasibility Study of Waistband-type Wearable ECG Electrode.” The 54th Korea Society of Medical and Biological Engineering Spring Conference 2019, MVL Hotel, Yeosu, Republic of Korea, 9-11 May 2019. 	complete	
Domestic	2019	Ji Yeon Yim and Hangsik Shin, “Beats Per Minute Accuracy in Heart Rate Estimation according to the Analysis Time Interval.” The 54th Korea Society of Medical and Biological Engineering Spring Conference 2019, MVL Hotel, Yeosu, Republic of Korea, 9-11 May 2019. 	complete	
Domestic	2019	Jun yeong Park, Sangjin Han, Donggeun Roh and Hangsik Shin, “Trend of Blood Pressure Estimation Model based on Pulse Transit Time.” The 54th Korea Society of Medical and Biological Engineering Spring Conference 2019, MVL Hotel, Yeosu, Republic of Korea, 9-11 May 2019. 	complete	
Domestic	2019	Jin Woong Kim and Hangsik Shin, “Feasibility Study of Time Domain Analysis of Ultra-Short-Term Pulse Rate Variability in Dynamic Conditions.” The 54th Korea Society of Medical and Biological Engineering Spring Conference 2019, MVL Hotel, Yeosu, Republic of Korea, 9-11 May 2019. 	complete	
Domestic	2019	Hyeon Seok Seok and Hangsik Shin, “Changes of Photoplethysmography waveform by sampling rate and quantization level.” The 50th KIEE Summer Conference 2019, Delpino Resort, Goseong, Republic of Korea, 10-12 Jul 2019. 	complete	
Domestic	2019	Ji Yeon Yim and Hangsik Shin, “Postoperative Pain Assessment Model based on Photoplethysmogram Using MultiLayer Perceptron Network.” The 50th KIEE Summer Conference 2019, Delpino Resort, Goseong, Republic of Korea, 10-12 Jul 2019. 	complete	
Domestic	2019	Junyung Park, Sangjin Han, Donggeun Roh and Hangsik Shin, “Comparison of Multiwavelength Photoplethysmogram Perfusion Index according to Activation of Sympathetic Nerve System.” The 50th KIEE Summer Conference 2019, Delpino Resort, Goseong, Republic of Korea, 10-12 Jul 2019. 	complete	
Domestic	2019	Sangjin Han, Sooji Park and Hangsik Shin, “Feasibility Test of BedditTM for Heart rate and Respiration Rate Measurement.” Conference on Information and Control Systems 2019(CICS), Daemyung Resort, Gyeongju, Republic of Korea, 24-26 Oct 2019. 	complete	
Domestic	2019	Junyung Park, Jun Seok Lee, Sooji Park, Jaekyung Kwak and Hangsik Shin, “Development of Wearable System for Hemiplegic Gait Detection.” Conference on Information and Control Systems 2019(CICS), Daemyung Resort, Gyeongju, Republic of Korea, 24-26 Oct 2019. 	complete	
Domestic	2019	Hyeon Seok Seok, Ji Yeon Yim, Danbi Kwon and Hangsik Shin, “Postoperative Pain Assessment Using Convolutional Neural Networ.” Conference on Information and Control Systems 2019(CICS), Daemyung Resort, Gyeongju, Republic of Korea, 24-26 Oct 2019. 	complete	
Domestic	2019	Junyung Park and Hangsik Shin, “Analysis of stiffness and reflective index according to aging using Photoplethysmogram.” The 55th Korea Society of Medical and Biological Engineering Autumn Conference 2019, Paradise city, Incheon, Republic of Korea, 7-9 Nov 2019. 	complete	
Domestic	2019	Jin Woong Kim and Hangsik Shin, “Minimum Interval Required for Heart Rate Variability Analysis in Recovery Condition after Exercise.” The 50th KIEE Summer Conference 2019, Delpino Resort, Goseong, Republic of Korea, 10-12 Jul 2019. 	complete	
Domestic	2018	Hyeon Seok Seok and Hangsik Shin, “Photoplethysmographic Waveform Changes from the Surgical Pain.” Proceedings of KIIS Spring Conference 2018, Seoul, Republic of Korea, 19-21 Apr 2018. 	complete	
Domestic	2018	Sangjin Han and Hangsik Shin, “Observation of the Photoplethysmography Waveform according to Light Penetration Depth of Skin.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Yongpyung Resort, Gangwon-do, Republic of Korea, 11-13 Jul 2018. 	complete	
Domestic	2018	Sangjin Han and Hangsik Shin, “Correlation between Pulse Arrival Time Change and Blood Pressure Change according to Measurement Methods.” Proceedings of the 53rd KOSOMBE Conference, Chungju, Republic of Korea, 11-12 May 2018. 	complete	
Domestic	2017	Jaekyung Kwak, Kwangdek An and Hangsik Shin, “Music notation software based on the smart device and stylus pen.” HCI KOREA 2017, Hi-won resort, Gangwon-do, Republic of Korea, 13-15 Feb 2017. 	complete	
Domestic	2017	Sangjin Han, Dongguen Roh and Hangsik Shin, “Investigation of Optical Conditioning for Multi-wavelength PPG measurement on Wrist.” Conference of Information and Control Systems (CICS), Mokpo, Republic of Korea, 26-28 Oct 2017. 	complete	
Domestic	2017	Sooji Park and Hangsik Shin, “Feasibility Test of Respiratory Measurement Using the Shirt Embroidered Conductive Yarn.” Biomedical System Conference, Welli-Hilli Resort, Gangwon-do, Republic of Korea, 13-15 Feb 2017. 	complete	
Domestic	2017	Yoon La Yang, Hyun Seok Seok and Hangsik Shin, “Development of Application for matching and correction of feature point of ECG and PPG.” Spring Conference of Korea Information Processing Society(KIPS), Ara Campus, Jeju University, Republic of Korea, 28-29 Apr 2017. 	complete	
Domestic	2017	Donggeun Roh, Sangjin Han, Hwajin Choi and Hangsik Shin, “Gait measurement based on differential capacitive type textile force sensor.” Spring Conference of Korea Information Processing Society(KIPS), Ara Campus, Jeju University, Republic of Korea, 28-29 Apr 2017. 	complete	
Domestic	2017	Seongtak Kang, Jaegeun Lee, Sooji Park and Hangsik Shin, “Development of rollable smart pad to manage the sitting behavior.” Spring Conference of Korea Information Processing Society(KIPS), Ara Campus, Jeju University, Republic of Korea, 28-29 Apr 2017. 	complete	
Domestic	2017	Yoon La Yang and Hangsik Shin, “Investigation of the feasibility of postoperative pain assessment by analyzing photoplethysmogram variability analysis.” Proceedings of KIIS Autumn Conference 2017, Yeosu, Republic of Korea, 23-25 Nov 2017. 	complete	
Domestic	2017	Donggeun Roh, Sangjin Han and Hangsik Shin, “Observation of radial tono-arteriogram according to the external pressure using partial cuff.” Conference of Information and Control Systems (CICS), Mokpo, Republic of Korea, 26-28 Oct 2017. 	complete	
Domestic	2017	Sooji Park and Hangsik Shin, “Evaluation of Significance of Photoplethysmograpy Amplitude Variation by Harmonic Rejection.” Proceedings of the 52nd KOSOMBE Conference, Jeonju, Republic of Korea, 10-11 Nov 2017. 	complete	
Domestic	2017	Sangjin Han, Hangsik Shin, “Preliminary Study on Comparison of Forced Blood Pressure Change by Hemodynamic Maneuver.” Proceedings of the 52nd KOSOMBE Conference, Jeonju, Republic of Korea, 10-11 Nov 2017. 	complete	
Domestic	2017	Hyeon Seok Seok and Hangsik Shin, “Extraction of the pain relevance parameters based on pain-induced photoplethysmograpic waveform change analysis.” Proceedings of KIIS Autumn Conference 2017, Yeosu, Republic of Korea, 23-25 Nov 2017. 	complete	
Domestic	2017	Yoon La Yang, Hyeon Seok Seok and Hangsik Shin, “Analysis of Systolic and Diastolic Waveform Characteristic of Photoplethysmogram according to the Surgical Pain.” Conference of Information and Control Systems (CICS), Mokpo, Republic of Korea, 26-28 Oct 2017. 	complete	
Domestic	2016	Seongtak Kang, Donggeun Roh, Min Ju Choi and Hangsik Shin, “An Investigation of the Peak Location Restoration of the Photoplethysmogram based on the Linear Interpolation.” Proceedings of the 52nd KOSOMBE Conference, Busan, Republic of Korea, 13-14 May 2016. 	complete	
Domestic	2016	Seongtak Kang and Hangsik Shin, “Investigation of Peak Location Changes of Photoplethysmography according to the Sampling Frequency Changes.” Conference in Biomedical System, Welli Hilli Park, Gangwon-do, Republic of Korea, Feb 2016. 	complete	
Domestic	2016	Yoon La Yang and Hangsik Shin, “Time Domain Analysis of Pulse Rate Variability according to the Sampling Rate Change.” Proceedings of KIIS Spring Conference 2016, Gachon University, Republic of Korea, 8-9 Apr 2016. 	complete	
Domestic	2016	Yoon La Yang, Seongtak Kang, Donggeun Roh, Min Ju Choi and Hangsik Shin, “An Effect of Sampling Rate to the Time Domain Analysis Result of Pulse Rate Variability.” Proceedings of the 52nd KOSOMBE Conference, Busan, Republic of Korea, 13-14 May 2016. 	complete	
Domestic	2016	Sooji Park, Hoon Kim and Hangsik Shin, “Unconstrained Respiration Monitoring System based on Strip-type Force Sensor.” Proceedings of the 52nd KOSOMBE Conference, Busan, Republic of Korea, 13-14 May 2016. 	complete	
Domestic	2016	Seongtak Kang and Hangsik Shin, “An Investigation of the Feature Point Restoration of Undersampled Photoplethysmogram Using Interpolation.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Pyeongchang-gun, Gangwon-do, Republic of Korea, 13-15 Jul 2016. 	complete	
Domestic	2016	Jun-Seok Lee, Sooji Park and Hangsik Shin, “The prototype development of a wearable device evaluating lower limb balance during walking.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Pyeongchang-gun, Gangwon-do, Republic of Korea, 13-15 Jul 2016. 	complete	
Domestic	2016	Sooji Park, Hoon Kim and Hangsik Shin, “Development of Realtime Unconstrained Respiratory Monitoring System based on Strip-type Force-sensor.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Pyeongchang-gun, Gangwon-do, Republic of Korea, 13-15 Jul 2016. 	complete	
Domestic	2016	Hangsik Shin and Dong-Jun Kim, “Availability of Frequency Domain Analysis of Heart Rate Variability Using Ultra Short-term Electrocardiogram.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Pyeongchang-gun, Gangwon-do, Republic of Korea, 13-15 Jul 2016. 	complete	
Domestic	2016	Yoon La Yang and Hangsik Shin, “An Effect of Sampling Rate to the Sample Entropy Analysis of Pulse Rate Variability.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Pyeongchang-gun, Gangwon-do, Republic of Korea, 13-15 Jul 2016. 	complete	
Domestic	2016	Sooji Park, Minju Choi, Seongtak Kang and Hangsik Shin, “An Investigation of the Characteristic of Force Sensors in Biomedical Measurement.” Conference of Information and Control Systems (CICS), Danyang, Republic of Korea, 20-22 Oct 2016. 	complete	
Domestic	2016	Yoon La Yang and HHangsik Shin, “Preliminary Study for Non-invasive Plasma Volume Estimation based on Plethysmograpic Waveform.” Proceedings of KIIS Autumn Conference 2016, Yonsei University, Seoul, Republic of Korea, 28-29 Oct 2016. 	complete	
Domestic	2015	Sooji Park and Hangsik Shin, “Investigation of Optimal Position of Strip-type Force Sensor to Detect Respiration.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Muju, Republic of Korea, 15-17 Jul 2015. 	complete	
Domestic	2015	Hangsik Shin, Hwajin Choi and Jeawon Son, “Investigation for the Gender Difference of Autonomic Nervous Activity under Cold Stress.” Proceeding of the Conference on Biomedical System, Welli-Hilli Resort, Gangwon-do, Republic of Korea, 75-77, Feb 2015. 	complete	
Domestic	2015	Yoon La Yang and Hangsik Shin, “Preliminary Study of Biomedical Signal-based IoT Diffuser.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Muju, Republic of Korea, 15-17 Jul 2015. 	complete	
Domestic	2015	Sooji Park, Hangsik Shin and Hoon Kim, “Preliminary Study of IoT Module for Monitoring of Abnormal Respiratory Activity during Sleep.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Muju, Republic of Korea, 15-17 Jul 2015. 	complete	
Domestic	2015	Hangsik Shin, “Maximum dV/dt Detection Algorithm for Photoplethysmography Waveform.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Muju, Republic of Korea, 15-17 Jul 2015. 	complete	
Domestic	2015	Sooji Park, Hwajin Choi and Hangsik Shin, “Development of Belt-type Pressure Sensor Module and Evaluation the Respiration Waveform according to the Measuring Site.” Proceedings of the 50th KOSOMBE Conference, Daegu, Republic of Korea, 8-9 May 2015. 	complete	
Domestic	2015	Hwajin Choi and Hangsik Shin, “Modeling for Webcam-based Height Measurement System.” Proceeding of the Conference on Korean Institute of Electrical Engineering (KIEE), Muju, Republic of Korea, Jul 2015. 	complete	
Domestic	2015	Sooji Park, Yoon La Yang, Hoon Kim and Hangsik Shin, “Development of Pillow Insertable Multiple Sensor Platform for Sleep Monitoring.” Conference of Information and Control Systems (CICS), Gosung, Republic of Korea, 22-24 Oct 2015. 	complete	
Domestic	2015	Yoon La Yang, Seongtak Kang, Hangsik Shin and Dong Jun Kim “Development of Internet-of-Things Diffuser to Provide Aroma and Lightning Therapy based on Bio-Signal.” Conference of Information and Control Systems (CICS), Gosung, Republic of Korea, 22-24 Oct 2015. 	complete	
Domestic	2015	Hangsik Shin and Seongtak Kang, “A Program for Detection and Manual Correction of Specific Feature of Heart Beat.” Conference of Korean Information Processing Society(KIPS), Jeju island, Republic of Korea, Oct 2015. 	complete	
Domestic	2015	Yoon La Yang, Seongtak Kang and Hangsik Shin, “An Investigation for Stress Relief Effect of Aroma Therapy and Hue of Lighting.” Conference of Korean Information Processing Society(KIPS), Jeju island, Republic of Korea, Oct 2015. 	complete	
Domestic	2014	Miri Kim, Jeawon Son, Kwanghyun Kim and Hangsik Shin, “Development of Force Sensing Platform based on Velostat for Pressure Distribution Measurement of Driver's Seat.” Proceedings of the 2014 Conference of Information and Control Systems (CICS), Jeju island, Republic of Korea, 16-18 Oct 2014. 	complete	
Domestic	2014	Hwajin Choi, Sooji Park and Hangsik Shin, “Development of the Infant Mattress for the Environment and the Pressure Monitoring.” Proceedings of the 2014 Conference of Information and Control Systems (CICS), Jeju island, Republic of Korea, 16-18 Oct 2014. 	complete	
Domestic	2014	Yong Hyeon Yun, Hui-Nam Pak and Hangsik Shin, “The change of the simulated cardiac action potential waveforms according to the ion-current control.” Proceedings of the 2014 Information and Control Symposium(ICS'14), Seoul, Republic of Korea, 37-38, Apr 2014. 	complete	
Domestic	2014	Hangsik Shin, Hui-Nam Pak and Yong Hyeon Yun, “Development and evaluation of the wavebreak detection technique based on in-silico ventricle model.” Proceedings of the 2014 Information and Control Symposium(ICS'14), Seoul, Republic of Korea, 39-40, Apr 2014. 	complete	
Domestic	2013	Hangsik Shin, Hui-Nam Pak and Yong Hyeon Yun, “Deriving complex fractionated electrogram from the simulated cardiac action potential.” Proceeding of 2013 Conference on Information and Control Systems (CICS), Beachepalace, Jeju island, Republic of Korea, 17-19 Oct 2013. 	complete	
Domestic	2012	Yonghyeon Yun, Hangsik Shin, Jae Hyung Park, Eun Bo Shim, Hui-Nam Pak, “The Meaning of Complex Fractionated Electrograms in Fibrillation Wave-Dynamics: Modeling Study Comparing With Wavebreak, Phase Singularity, and Dominant Frequency.” the 56th annual scientific meeting of the Korean society of cardiology, Daejeon Convention Center, Daejeon, Republic of Korea, Nov 2012. 	complete	
Domestic	2010	Chungkeun Lee, Hangsik Shin, Jinkwon Kim, Byung Woo Lee and Myoungho Lee, “A study on photoplethysmographic component and arterial stiffness by body posture.” Proceeding of 2010 Conference on Information and Control Systems (CICS), UNIST, Ulsan, Republic of Korea, 31-32, 22-23 Oct 2010. 	complete	
Domestic	2008	Kwangsoo Shin, Jinkwon Kim, Hangsik Shin, Chungkeun Lee, Myoungho Lee, “Implementation of ICD (Implantable Cardioverter Defibrillator) Algorithm and Simulator for Detecting and Treatment of Patient with Arrhythmia.” Proceeding of 2008 Conference on Information and Control Systems (CICS), 127-128, Apr 2008. 	complete	
Domestic	2008	Se Dong Min, Chungkeun Lee, Hangsik Shin, Byung Woo Lee, Jinkwon Kim, Hyuncheol Park, Myoungho Lee, “The Influence on Correlation between Photo-plethysmograph Variability and Heart Rate Variability by Temperature Variation.” Proceedings of the Korean Institute of Electrical Engineering (KIEE), 520-520, Jul 2008. 	complete	
Domestic	2008	Chungkeun Lee, Se Dong Min, Hangsik Shin, Yong Hyeon Yun, Myoungho Lee, “A Study on Correlation of Photoplethymogram Variability and Heart Rate Variability using Exercise Test.” Proceedings of the Korean Institute of Electrical Engineering (KIEE), 519-519, Jul 2008. 	complete	
Domestic	2008	Hangsik Shin, Myoungho Lee, “Practical Usage Evaluation of ECG and HR signal related on DCT Compression Ratio.” Proceedings of the Korean Institute of Electrical Engineering (KIEE), Hoengseong-gun,  Gangwon-do, Republic of Korea, 16-18 Jul 2008. 	complete	
Domestic	2008	Chungkeun Lee, Hyuncheol Park, Hangsik Shin, Hongrae Kim, Yong Ho Kim, Jeong-Whan Lee, Yong Jun Kim, Myoungho Lee, “A Study on Measurement Heart Rate Variability using modified Laplacian Electrode.” Proceedings of the Korean Institute of Electrical Engineering (KIEE), Hoengseong-gun,  Gangwon-do, Republic of Korea, 16-18 Jul 2008. 	complete	
Domestic	2006	Hangsik Shin, Chungkeun Lee, Jinkwon Kim, Myoungho Lee, “Development of Arrhythmia Diagnosis Algorithm for Effective Control of Antitachycardia Pacing and High Energy Shock of ICD.” Proceeding of the Symposium on Control, Automation and System (ICAS), 421-425, Jun 2006. 	complete	
Domestic	2005	Hangsik Shin, Chungkeun Lee, Youngmin Choo, Jinkwon Kim, Myoungho Lee, “Atrial tachycardia and fibrillation estimation based on filterbank and power estimation of intracardiac signal.” Proceedings of the 33rd Korean Society of Medical and Biological Engineering (KOSOMBE) Conference, Dec 2005. 	complete	
Domestic	2005	Hangsik Shin, Chungkeun Lee, Wanjin Jung, Boyoung Joung, Myoungho Lee, “Atrial tachycardia and fibrillation detection algorithm mased on realtime PP-interval measurement.” Proceedings of the 33rd Korean Society of Medical and Biological Engineering (KOSOMBE) Conference, 90-93, Dec 2005. 	complete	
Domestic	2005	Chungkeun Lee, Hangsik Shin, Wanjin Jung, Boyoung Joung, Myoungho Lee, “A study of optimal frequency range of atrium and ventricle for development of ICD.” Proceedings of the 33rd Korean Society of Medical and Biological Engineering (KOSOMBE) Conference, 288-290, Dec 2005. 	complete	
Domestic	2005	Hangsik Shin, Chungkeun Lee, Jinkwon Kim, Youngmin Choo, Myoungho Lee, “Detection of Atrial Tachycardia and Atrial Fibrillation Using Spectrum Analysis of Intracardiac Signal.” Proceeding of 2005 Conference on Information and Control Systems (CICS), 29-31, Oct 2005. 	complete	
Domestic	2005	Sung Won Yoon, Se Dong Min, Hangsik Shin, Myoungho Lee, “Medical Endoscopic Image Segmentation with Multiresolution Deformation.” 30th Institute of Control, Robotics and Systems (ICROS) Annual Conference, 953-957, Oct 2005. 	complete	
Domestic	2005	Hangsik Shin, Chungkeun Lee, Yong Hyeon Yun, Myoungho Lee, “Evaluation of the significance of heart rate variability signal using between conductive textile and Ag/AgCl electrode.” Proceedings of the 32nd Korean Society of Medical and Biological Engineering (KOSOMBE) Conference, 334-337, May 2005. 	complete	
Domestic	2004	Hangsik Shin, Byung Woo Lee, Chan Ouk Park, Chungkeun Lee, Myoungho Lee, “A Study on Down-Scaled 3D Medical Image Transmission System Using Instant Messenger.” Proceedings of the Korean Institute of Communication Sciences (KICS) Conference, 199-199, Nov 2004. 	complete	
Domestic	2004	Byung Woo Lee, Hangsik Shin, Seong Pyo Lee, Myoungho Lee, Realtime “Pulse wave measurement system for data transfer on Internet.” Proceeding of the 20th Korean Society of Medical Informatics (KOSMI) Conference, Nov 2004. 	complete	
Domestic	2004	Hangsik Shin, Byung Woo Lee, Dae Joong Yoon, Sung Won Yoon, Myoungho Lee, “Down-scaled 3D object for telediagnostic support system.” Proceedings of the 31st Korean Society of Medical and Biological Engineering (KOSOMBE) Conference, Nov 2004. 	complete	
Domestic	2004	Byung Woo Lee, Hangsik Shin, Chan Ouk Park, Se Dong Min, Myoungho Lee, “Pulse wave measurement system for data transfer on Internet.” Proceedings of the 31st Korean Society of Medical and Biological Engineering (KOSOMBE) Conference, Nov 2004. 	complete	
Domestic	2003	Se Dong Min, Segu Kang, Chungkeun Lee, Sungwon Yoon, Chan Ouk Park, Hangsik Shin, Byung Woo Lee, Myoungho Lee, “Far-infrared warming effect evaluation system on cardiovascular system after treadmill exercise.” Proceedings of the 29th Korean Society of Medical and Biological Engineering (KOSOMBE) Conference, Nov 2003. 	complete	
